"tip_label"	"accesion"	"taxid"
"'KY978733, Monoglobus pectinilyticus, Monoglobus pectinilyticus, (KY978733), 14 T'"	"KY978733"	1981510
"'KY979510, Phytoactinopolyspora halophila, Phytoactinopolyspora halophila, (KY979510), YIM 96934 T'"	"KY979510"	1981511
"'KY979511, Phytoactinopolyspora halotolerans, Phytoactinopolyspora halotolerans, (KY979511), YIM 96448 T'"	"KY979511"	1981512
"'KY988340, Pseudomonas profundi, Pseudomonas profundi, (KY988340), M5 T'"	"KY988340"	1981513
"'KY973962, Roseovarius salinarum, Roseovarius salinarum, (KY973962), N53 T'"	"KY973962"	1981892
"'MF034045, Altererythrobacter mangrovi, Altererythrobacter mangrovi, (MF034045), C9-11 T'"	"MF034045"	1982042
"'MF034046, Mangrovitalea sediminis, Mangrovitalea sediminis, (MF034046), M11-4 T'"	"MF034046"	1982043
"'MF034047, Zhengella mangrovi, Zhengella mangrovi, (MF034047), X9-2-2 T'"	"MF034047"	1982044
"'KY979967, Colwellia echini, Colwellia echini, (KY979967), A3 T'"	"KY979967"	1982103
"'KY988565, Hymenobacter profundi, Hymenobacter profundi, (KY988565), M2 T'"	"KY988565"	1982110
"'KY780360, Robiginitalea sediminis, Robiginitalea sediminis, (KY780360), O458 T'"	"KY780360"	1982593
"'KY987646, Marinospirillum perlucidum, Marinospirillum perlucidum, (KY987646), F3212 T'"	"KY987646"	1982602
"'KY990920, Bacillus safensis subsp. osmophilus, Bacillus safensis subsp. osmophilus, (KY990920), BC09 T'"	"KY990920"	1982610
"'KY992931, Faecalibacillus intestinalis, Faecalibacillus intestinalis, (KY992931), SNUG30099 T'"	"KY992931"	1982626
"'KY992930, Faecalibacillus faecis, Faecalibacillus faecis, (KY992930), SNUG30370 T'"	"KY992930"	1982628
"'KY828215, Edaphobaculum flavum, Edaphobaculum flavum, (KY828215), 1-116 T'"	"KY828215"	1983306
"'LT844632, Leucobacter weissii, Leucobacter weissii, (LT844632), DSM 20621 T'"	"LT844632"	1983706
"'LT844662, Bacillus shivajii, Bacillus shivajii, (LT844662), AK72 T'"	"LT844662"	1983719
"'LT844663, Alkalihalobacillus alkalilacus, Alkalihalobacillus alkalilacus, (LT844663), AK73 T'"	"LT844663"	1983720
"'LT844664, Metabacillus lacus, Metabacillus lacus, (LT844664), AK74 T'"	"LT844664"	1983721
"'GU993265, Xanthomonas phaseoli, Xanthomonas phaseoli, (GU993265), ATCC 49119 T'"	"GU993265"	1985254
"'MH569475, Trichococcus shcherbakoviae subsp. psychrophilus, Trichococcus shcherbakoviae subsp. psychrophilus, (MH569475), SKBGT'"	"MH569475"	1985464
"'LT852521, Rhodobacter ruber, Rhodobacter ruber, (LT852521), CCP-1T'"	"LT852521"	1985673
"'KX752787, Halegenticoccus soli, Halegenticoccus soli, (KX752787), SYSU A9-0 T'"	"KX752787"	1985678
"'MG857114, Rhizobium wuzhouense, Rhizobium wuzhouense, (MG857114), W44 T'"	"MG857114"	1986026
"'MF078077, Azotobacter bryophylli, Azotobacter bryophylli, (MF078077), L461 T'"	"MF078077"	1986537
"'AJ507460, Aurantimicrobium photophilum, Aurantimicrobium photophilum, (AJ507460), MWH-Mo1 T'"	"AJ507460"	1987356
"'LC269316, Spirosoma lituiforme, Spirosoma lituiforme, (LC269316), S1-2-4 T'"	"LC269316"	1987377
"'LC269317, Spirosoma jeollabukense, Spirosoma jeollabukense, (LC269317), S2-3-6 T'"	"LC269317"	1987378
"'LC269318, Spirosoma humi, Spirosoma humi, (LC269318), S7-4-11 T'"	"LC269318"	1987379
"'LC269319, Spirosoma pomorum, Spirosoma pomorum, (LC269319), S7-2-11 T'"	"LC269319"	1987380
"'LC269320, Spirosoma agri, Spirosoma agri, (LC269320), S7-3-3 T'"	"LC269320"	1987381
"'LC269321, Spirosoma horti, Spirosoma horti, (LC269321), S7-3-19 T'"	"LC269321"	1987382
"'LT854295, Massiliimalia timonensis, Massiliimalia timonensis, (LT854295), Marseille-P3753 T'"	"LT854295"	1987501
"'LT854294, Lentilactobacillus raoultii, Lentilactobacillus raoultii, (LT854294), Marseille-P4006 T'"	"LT854294"	1987503
"'MF143629, Proteus columbae, Proteus columbae, (MF143629), 08MAS2615 T'"	"MF143629"	1987580
"'MF164482, Shewanella carassii, Shewanella carassii, (MF164482), 08MAS2251 T'"	"MF164482"	1987584
"'KY765341, Rhodococcus oxybenzonivorans, Rhodococcus oxybenzonivorans, (KY765341), S2-17 T'"	"KY765341"	1990687
"'MG786754, Companilactobacillus nuruki, Companilactobacillus nuruki, (MG786754), SYF10-1a T'"	"MG786754"	1993540
"'MF509190, Tepidimonas sediminis, Tepidimonas sediminis, (MF509190), YIM 72259 T'"	"MF509190"	2002775
"'MF509266, Tepidimonas alkaliphilus, Tepidimonas alkaliphilus, (MF509266), YIM 72238 T'"	"MF509266"	2002775
"'LC270126, Parolsenella catena, Parolsenella catena, (LC270126), 2CBEGH3 T'"	"LC270126"	2003188
"'LT854947, Sphingobacterium praediipecoris, Sphingobacterium praediipecoris, (LT854947), G2-10 T'"	"LT854947"	2003593
"'CP032134, Acinetobacter chinensis, Acinetobacter chinensis, (CP032134), WCHAc010005 T'"	"CP032134"	2004650
"'KX376707, Halorubrum trueperi, Halorubrum trueperi, (KX376707), Y73 T'"	"KX376707"	2004704
"'KY031327, Cloacibacterium caeni, Cloacibacterium caeni, (KY031327), B6 T'"	"KY031327"	2004710
"'KX645876, Psychromonas aquatilis, Psychromonas aquatilis, (KX645876), M1A1 T'"	"KX645876"	2005072
"'KX611229, Mucilaginibacter galii, Mucilaginibacter galii, (KX611229), PP-F2F-G47 T'"	"KX611229"	2005073
"'MT903387, Mediterraneibacter hominis, Mediterraneibacter hominis, (MT903387), NSJ-55 T'"	"MT903387"	2005360
"'MF326566, Enterococcus wangshanyuanii, Enterococcus wangshanyuanii, (MF326566), MN05 T'"	"MF326566"	2005703
"'MF185395, Luteimonas chenhongjianii, Luteimonas chenhongjianii, (MF185395), 100111 T'"	"MF185395"	2006110
"'MF062566, Acinetobacter piscicola, Acinetobacter piscicola, (MF062566), LW15 T'"	"MF062566"	2006115
"'MF193602, Paracoccus litorisediminis, Paracoccus litorisediminis, (MF193602), GHD-05 T'"	"MF193602"	2006130
"'MF193601, Tenacibaculum aestuariivivum, Tenacibaculum aestuariivivum, (MF193601), JDTF-79 T'"	"MF193601"	2006131
"'MF193603, Algoriphagus marisflavi, Algoriphagus marisflavi, (MF193603), KEM-106 T'"	"MF193603"	2006132
"'KY800901, Carboxylicivirga sediminis, Carboxylicivirga sediminis, (KY800901), JR1 T'"	"KY800901"	2006564
"'MF782439, Hymenobacter amundsenii, Hymenobacter amundsenii, (MF782439), CCM 8682T T'"	"MF782439"	2006685
"'LC272923, Pseudomonas edaphica, Pseudomonas edaphica, (LC272923), RD25 T'"	"LC272923"	2006980
"'KY457225, Confluentibacter citreus, Confluentibacter citreus, (KY457225), XJNY T'"	"KY457225"	2007307
"'KY886012, Algoriphagus formosus, Algoriphagus formosus, (KY886012), XAY3209 T'"	"KY886012"	2007308
"'LT882720, Sphingobium algorifonticola, Sphingobium algorifonticola, (LT882720), TLA-22 T'"	"LT882720"	2008318
"'KX656667, Apilactobacillus quenuiae, Apilactobacillus quenuiae, (KX656667), HV_6 T'"	"KX656667"	2008377
"'KX656650, Apilactobacillus timberlakei, Apilactobacillus timberlakei, (KX656650), HV_12 T'"	"KX656650"	2008380
"'KY694400, Paraburkholderia panacihumi, Paraburkholderia panacihumi, (KY694400), DCY115 T'"	"KY694400"	2008447
"'KY996487, Lysobacter panacihumi, Lysobacter panacihumi, (KY996487), DCY117 T'"	"KY996487"	2008448
"'KY996488, Ornithinimicrobium panacihumi, Ornithinimicrobium panacihumi, (KY996488), DCY118 T'"	"KY996488"	2008449
"'KY996486, Rhizobium panacihumi, Rhizobium panacihumi, (KY996486), DCY116 T'"	"KY996486"	2008450
"'KY694397, Rhodanobacter ginsengiterrae, Rhodanobacter ginsengiterrae, (KY694397), DCY112 T'"	"KY694397"	2008451
"'KY694399, Paenibacillus panacihumi, Paenibacillus panacihumi, (KY694399), DCY114 T'"	"KY694399"	2008452
"'LC276681, Aquipluma nitroreducens, Aquipluma nitroreducens, (LC276681), MeG22  T'"	"LC276681"	2010828
"'LC276682, Aerosticca soli, Aerosticca soli, (LC276682), Dysh456 T'"	"LC276682"	2010829
"'MF319205, Paraglaciecola aestuariivivens, Paraglaciecola aestuariivivens, (MF319205), JDTF-33 T'"	"MF319205"	2010915
"'KX792139, Caulobacter rhizosphaerae, Caulobacter rhizosphaerae, (KX792139), 7F14 T'"	"KX792139"	2010972
"'KX456189, Paracoccus hibisci, Paracoccus hibisci, (KX456189), THG-T2.8 T'"	"KX456189"	2010990
"'AB078071, Marivirga harenae, Marivirga harenae, (AB078071), IFO 15981 T'"	"AB078071"	2010992
"'KY612313, Alteribacter populi, Alteribacter populi, (KY612313), FJAT-45347 T'"	"KY612313"	2011011
"'KX913922, Arcobacter vitoriensis, Arcobacter vitoriensis, (KX913922), F199 T'"	"KX913922"	2011099
"'MF346092, Lactobacillus porci, Lactobacillus porci, (MF346092), SG816 T'"	"MF346092"	2012477
"'KX447147, Lactobacillus panisapium, Lactobacillus panisapium, (KX447147), Bb 2-3 T'"	"KX447147"	2012495
"'KY882041, Siccirubricoccus deserti, Siccirubricoccus deserti, (KY882041), SYSU D8009 T'"	"KY882041"	2013562
"'KY400201, Paraferrimonas haliotis, Paraferrimonas haliotis, (KY400201), AFRC7-2-1 T'"	"KY400201"	2013866
"'KY400200, Agaribacterium haliotis, Agaribacterium haliotis, (KY400200), feces2 T'"	"KY400200"	2013869
"'KY646144, Bacillus xiapuensis, Bacillus xiapuensis, (KY646144), FJAT-46582 T'"	"KY646144"	2014075
"'LT960553, Corynebacterium belfantii, Corynebacterium belfantii, (LT960553), FRC0043 T'"	"LT960553"	2014537
"'MF363155, Roseisolibacter agri, Roseisolibacter agri, (MF363155), AW1220 T'"	"MF363155"	2014610
"'LC278465, Tengunoibacter tsumagoiensis, Tengunoibacter tsumagoiensis, (LC278465), Uno3 T'"	"LC278465"	2014871
"'LC278466, Dictyobacter kobayashii, Dictyobacter kobayashii, (LC278466), Uno11 T'"	"LC278466"	2014872
"'LC278467, Dictyobacter alpinus, Dictyobacter alpinus, (LC278467), Uno16 T'"	"LC278467"	2014873
"'LC278468, Dictyobacter arantiisoli, Dictyobacter arantiisoli, (LC278468), Uno17 T'"	"LC278468"	2014874
"'KP276241, Herbaspirillum robiniae, Herbaspirillum robiniae, (KP276241), HZ10 T'"	"KP276241"	2014887
"'KX777629, Streptomyces capitiformicae, Streptomyces capitiformicae, (KX777629), 1H-SSA4 T'"	"KX777629"	2014920
"'LR760817, Burkholderia aenigmatica, Burkholderia aenigmatica, (LR760817), LMG  13014 T'"	"LR760817"	2015348
"'MT731286, Thermococcus henrietii, Thermococcus henrietii, (MT731286), Ext12c T'"	"MT731286"	2016361
"'MT921160, Thermococcus camini, Thermococcus camini, (MT921160), IRI35c T'"	"MT921160"	2016373
"'KX645967, Shewanella submarina, Shewanella submarina, (KX645967), NIO-S14 T'"	"KX645967"	2016376
"'MF496234, Parenemella sanctibonifatiensis, Parenemella sanctibonifatiensis, (MF496234), NML 150081 T'"	"MF496234"	2016505
"'MF496235, Enemella dayhoffiae, Enemella dayhoffiae, (MF496235), NML 130396 T'"	"MF496235"	2016507
"'EU031811, Francisella opportunistica, Francisella opportunistica, (EU031811), PA051188 T'"	"EU031811"	2016517
"'KY990922, Raineya orbicola, Raineya orbicola, (KY990922), SPSPC-11 T'"	"KY990922"	2016530
"'KY978477, Nitrogeniibacter mangrovi, Nitrogeniibacter mangrovi, (KY978477), M9-3-2 T'"	"KY978477"	2016596
"'KY785406, Virgibacillus phasianinus, Virgibacillus phasianinus, (KY785406), LM2416 T'"	"KY785406"	2017483
"'CP023563, Brachybacterium vulturis, Brachybacterium vulturis, (CP023563), VM2412 T'"	"CP023563"	2017484
"'CP022316, Brachybacterium avium, Brachybacterium avium, (CP022316), VR2415 T'"	"CP022316"	2017485
"'KU663649, Shewanella intestini, Shewanella intestini, (KU663649), XMDDZSB0408 T'"	"KU663649"	2017544
"'KX675452, Oceanisphaera marina, Oceanisphaera marina, (KX675452), YM319 T'"	"KX675452"	2017550
"'MF423475, Prosthecochloris marina, Prosthecochloris marina, (MF423475), V1 T'"	"MF423475"	2017681
"'KY860145, Halalkalibacillus sediminis, Halalkalibacillus sediminis, (KY860145), B3227 T'"	"KY860145"	2018042
"'KX822012, Marinisporobacter balticus, Marinisporobacter balticus, (KX822012), 59.4M T'"	"KX822012"	2018667
"'KX822013, Desulfosporosinus nitroreducens, Desulfosporosinus nitroreducens, (KX822013), 59.4B T'"	"KX822013"	2018668
"'KX822015, Desulfosporosinus fructosivorans, Desulfosporosinus fructosivorans, (KX822015), 63.6F T'"	"KX822015"	2018669
"'KY425607, Thauera propionica, Thauera propionica, (KY425607), KNDSS-Mac4 T'"	"KY425607"	2019431
"'HM543745, Ehrlichia muris subsp. eauclairensis, Ehrlichia muris subsp. eauclairensis, (HM543745), AS145 T'"	"HM543745"	2020671
"'KY214292, Leucobacter corticis, Leucobacter corticis, (KY214292), 2C-7 T'"	"KY214292"	2020682
"'KX817996, Lentzea cavernae, Lentzea cavernae, (KX817996), SYSU K10001 T'"	"KX817996"	2020703
"'KY341922, Olleya algicola, Olleya algicola, (KY341922), 3Alg 18 T'"	"KY341922"	2020714
"'KU853009, Thalassotalea litorea, Thalassotalea litorea, (KU853009), HMF4135 T'"	"KU853009"	2020715
"'KX462877, Paenibacillus konkukensis, Paenibacillus konkukensis, (KX462877), SK-3146 T'"	"KX462877"	2020716
"'MF497080, Jannaschia confluentis, Jannaschia confluentis, (MF497080), JSSK-16 T'"	"MF497080"	2021220
"'KY649437, Ahniella affigens, Ahniella affigens, (KY649437), D13 T'"	"KY649437"	2021234
"'KY471632, Fictibacillus aquaticus, Fictibacillus aquaticus, (KY471632), GDSW-R2A3 T'"	"KY471632"	2021314
"'MF471353, Sphingobacterium hungaricum, Sphingobacterium hungaricum, (MF471353), Kb22T'"	"MF471353"	2021370
"'MF509297, Streptococcus respiraculi, Streptococcus respiraculi, (MF509297), HTS25 T'"	"MF509297"	2021971
"'MH355952, Komagataeibacter pomaceti, Komagataeibacter pomaceti, (MH355952), T5K1 T'"	"MH355952"	2021998
"'MF527111, Roseovarius ramblicola, Roseovarius ramblicola, (MF527111), D15 T'"	"MF527111"	2022336
"'MF527139, Polaribacter staleyi, Polaribacter staleyi, (MF527139), 10Alg 139 T'"	"MF527139"	2022337
"'KU569905, Elstera cyanobacteriorum, Elstera cyanobacteriorum, (KU569905), TH019 T'"	"KU569905"	2022747
"'KU569907, Flavobacterium cyanobacteriorum, Flavobacterium cyanobacteriorum, (KU569907), TH21 T'"	"KU569907"	2022802
"'KU569908, Flavobacterium aurantiibacter, Flavobacterium aurantiibacter, (KU569908), TH167 T'"	"KU569908"	2023067
"'NPDM01000001, Leptospira levettii, Leptospira levettii, (NPDM01000001), MCA2-B-A1 T'"	"NPDM01000001"	2023178
"'NPDR01000001, Leptospira saintgironsiae, Leptospira saintgironsiae, (NPDR01000001), FH4-C-A2 T'"	"NPDR01000001"	2023183
"'NPDU01000001, Leptospira adleri, Leptospira adleri, (NPDU01000001), FH2-B-D1 T'"	"NPDU01000001"	2023186
"'MF574727, Winogradskyella tangerina, Winogradskyella tangerina, (MF574727), M1309 T'"	"MF574727"	2023240
"'KX456191, Paracoccus hibiscisoli, Paracoccus hibiscisoli, (KX456191), THG-T2.31 T'"	"KX456191"	2023261
"'KX061439, Flavobacterium soyangense, Flavobacterium soyangense, (KX061439), IMCC26223 T'"	"KX061439"	2023265
"'KY992590, Pleomorphomonas carboxyditropha, Pleomorphomonas carboxyditropha, (KY992590), SVCO-16 T'"	"KY992590"	2023338
"'MF622943, Photobacterium carnosum, Photobacterium carnosum, (MF622943), TMW 2.2021 T'"	"MF622943"	2023717
"'KX777593, Streptomyces amphotericinicus, Streptomyces amphotericinicus, (KX777593), 1H-SSA8 T'"	"KX777593"	2023875
"'MF595514, Terrimonas soli, Terrimonas soli, (MF595514), FL-8 T'"	"MF595514"	2024524
"'MF595513, Flavobacterium sediminilitoris, Flavobacterium sediminilitoris, (MF595513), YSM-43 T'"	"MF595513"	2024526
"'KY649438, Uliginosibacterium sediminicola, Uliginosibacterium sediminicola, (KY649438), M1-21 T'"	"KY649438"	2024550
"'KY800369, Virgibacillus indicus, Virgibacillus indicus, (KY800369), P2-C2 T'"	"KY800369"	2024554
"'KY800370, Virgibacillus profundi, Virgibacillus profundi, (KY800370), P3-H5 T'"	"KY800370"	2024555
"'KX400838, Levilactobacillus bambusae, Levilactobacillus bambusae, (KX400838), BCRC 80970 T'"	"KX400838"	2024736
"'LC315194, Larkinella knui, Larkinella knui, (LC315194), 15J6-3T6 T'"	"LC315194"	2025310
"'LC315195, Larkinella terrae, Larkinella terrae, (LC315195), 15J8-8 T'"	"LC315195"	2025311
"'LC315196, Larkinella rosea, Larkinella rosea, (LC315196), 15J16-1T3A T'"	"LC315196"	2025312
"'LC315197, Hymenobacter jeollabukensis, Hymenobacter jeollabukensis, (LC315197), 1-3-3-8 T'"	"LC315197"	2025313
"'LC315198, Hymenobacter pomorum, Hymenobacter pomorum, (LC315198), 9-2-1-1 T'"	"LC315198"	2025314
"'LC315199, Hymenobacter agri, Hymenobacter agri, (LC315199), S1-2-1-2-1 T'"	"LC315199"	2025315
"'LC315200, Flavobacterium knui, Flavobacterium knui, (LC315200), 2-56 T'"	"LC315200"	2025316
"'MF619925, Paenibacillus translucens, Paenibacillus translucens, (MF619925), CJ11 T'"	"MF619925"	2025489
"'MG696223, Blautia hominis, Blautia hominis, (MG696223), KB1_clone3 T'"	"MG696223"	2025493
"'KY703633, Anaerostipes hominis, Anaerostipes hominis, (KY703633), BG01T'"	"KY703633"	2025494
"'LC315608, Hymenobacter persicinus, Hymenobacter persicinus, (LC315608), 1-3-3-3 T'"	"LC315608"	2025506
"'LC315609, Hymenobacter terrigena, Hymenobacter terrigena, (LC315609), S1-2-2-5 T'"	"LC315609"	2025507
"'LC315610, Hymenobacter rufus, Hymenobacter rufus, (LC315610), S1-2-2-6 T'"	"LC315610"	2025508
"'LC315611, Hymenobacter segetis, Hymenobacter segetis, (LC315611), S7-3-11 T'"	"LC315611"	2025509
"'LC315612, Hymenobacter pedocola, Hymenobacter pedocola, (LC315612), S12-2-1 T'"	"LC315612"	2025510
"'LC315613, Deinococcus terrigena, Deinococcus terrigena, (LC315613), S13-1-2-1 T'"	"LC315613"	2025511
"'KX636167, Hydrogenophaga soli, Hydrogenophaga soli, (KX636167), S10 T'"	"KX636167"	2025714
"'KY451771, Lysobacter spongiae, Lysobacter spongiae, (KY451771), 119BY6-57 T'"	"KY451771"	2025720
"'MH160776, Aggregatibacter kilianii, Aggregatibacter kilianii, (MH160776), PN_528 T'"	"MH160776"	2025884
"'KU647206, Massilia phosphatilytica, Massilia phosphatilytica, (KU647206), 12-OD1 T'"	"KU647206"	2026176
"'KY608080, Meiothermus luteus, Meiothermus luteus, (KY608080), YIM 72257 T'"	"KY608080"	2026184
"'KJ812420, Bacillus paranthracis, Bacillus paranthracis, (KJ812420), MCCC 1A00395 T'"	"KJ812420"	2026186
"'KJ812450, Bacillus pacificus, Bacillus pacificus, (KJ812450), MCCC 1A06182 T'"	"KJ812450"	2026187
"'KJ812435, Bacillus tropicus, Bacillus tropicus, (KJ812435), MCCC 1A01406 T'"	"KJ812435"	2026188
"'KJ812440, Bacillus albus, Bacillus albus, (KJ812440), MCCC 1A02146 T'"	"KJ812440"	2026189
"'KJ812449, Bacillus mobilis, Bacillus mobilis, (KJ812449), MCCC 1A05942 T'"	"KJ812449"	2026190
"'KJ812415, Bacillus luti, Bacillus luti, (KJ812415), MCCC 1A00359 T'"	"KJ812415"	2026191
"'KJ812418, Bacillus proteolyticus, Bacillus proteolyticus, (KJ812418), MCCC 1A00365 T'"	"KJ812418"	2026192
"'KJ812430, Bacillus nitratireducens, Bacillus nitratireducens, (KJ812430), MCCC 1A00732 T'"	"KJ812430"	2026193
"'KJ812444, Bacillus paramycoides, Bacillus paramycoides, (KJ812444), MCCC 1A04098 T'"	"KJ812444"	2026194
"'CP022989, Paraburkholderia aromaticivorans, Paraburkholderia aromaticivorans, (CP022989), BN5 n[G] T'"	"CP022989"	2026199
"'MK078037, Pusillimonas maritima, Pusillimonas maritima, (MK078037), 17-4A T'"	"MK078037"	2026239
"'MF664222, Alkalilacustris brevis, Alkalilacustris brevis, (MF664222), 34079 T'"	"MF664222"	2026338
"'MF664225, Oceanibium sediminis, Oceanibium sediminis, (MF664225), O448 T'"	"MF664225"	2026339
"'KX881378, Geodermatophilus daqingensis, Geodermatophilus daqingensis, (KX881378), WT-2-1 T'"	"KX881378"	2026353
"'MF980970, Cohaesibacter celericrescens, Cohaesibacter celericrescens, (MF980970), H1304 T'"	"MF980970"	2026570
"'MK174378, Listeria costaricensis, Listeria costaricensis, (MK174378), CLIP 2016 T'"	"MK174378"	2026604
"'KY200670, Parasphingopyxis algicola, Parasphingopyxis algicola, (KY200670), ATAX6-5 T'"	"KY200670"	2026624
"'KX505859, Flavobacterium chuncheonense, Flavobacterium chuncheonense, (KX505859), IMCC26013 T'"	"KX505859"	2026653
"'KX505860, Flavobacterium luteum, Flavobacterium luteum, (KX505860), IMCC26026 T'"	"KX505860"	2026654
"'KX505863, Flavobacterium lacicola, Flavobacterium lacicola, (KX505863), IMCC25901 T'"	"KX505863"	2026655
"'CP014611, Leuconostoc mesenteroides subsp. jonggajibkimchii, Leuconostoc mesenteroides subsp. jonggajibkimchii, (CP014611), DRC1506 T'"	"CP014611"	2026657
"'KY608092, Arthrobacter silviterrae, Arthrobacter silviterrae, (KY608092), KIS14-16 T'"	"KY608092"	2026658
"'KY056226, Flavobacterium foetidum, Flavobacterium foetidum, (KY056226), CJ42 T'"	"KY056226"	2026681
"'MK503720, Providencia huaxiensis, Providencia huaxiensis, (MK503720), WCHPr000369 T'"	"MK503720"	2027290
"'KY031328, Flavobacterium flaviflagrans, Flavobacterium flaviflagrans, (KY031328), CB-3 T'"	"KY031328"	2027552
"'KX898583, Aureimonas endophytica, Aureimonas endophytica, (KX898583), 2T4P-2-4 T'"	"KX898583"	2027858
"'KU379671, Nakamurella intestinalis, Nakamurella intestinalis, (KU379671), 63MJ-1 T'"	"KU379671"	2027859
"'KX792140, Mucilaginibacter rubeus, Mucilaginibacter rubeus, (KX792140), EF23 T'"	"KX792140"	2027860
"'KX245374, Flavivirga aquimarina, Flavivirga aquimarina, (KX245374), EC2D5 T'"	"KX245374"	2027862
"'KX950835, Planococcus ruber, Planococcus ruber, (KX950835), CW1 T'"	"KX950835"	2027871
"'KY285257, Nocardia cavernae, Nocardia cavernae, (KY285257), YIM A1135 T'"	"KY285257"	2027872
